CATEGORY,TYPE,NAME,REVISION,DESCRIPTION,NOTES,DESIGNATOR [str],VALUE [str],SYMBOL [str],FOOTPRINT [str],PACKAGE [str],HEIGHT [mm],VZENER [V],minVBR@IT [V],IT [A],VZTOL [%],VZDRIFT [mV/K],VFMAX [V],IFMAX [A],RTHJA [K/W],RTHJC [K/W],TJMIN [°C],TJMAX [°C],PMAX [W],SOLDER_TECHNOLOGY [str],IEC61709 [int],OTHERPROPERTIES [str],CREATED [str],VERIFIED [str],KICAD_VISIBILITY [str],MANUFACTURER,MPN,DATASHEET_LINK,DATASHEET_REVISION,SUBSTANCES,SUPPLIER1_NAME,SUPPLIER1_SKU,SUPPLIER1_STATUS,RELATEDPARTS
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 6 V DO-214AC  0.01 A 60 A,,D,SMAJ6.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,6 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _6.5V_60 A_generic,0,generic TVS 6.5 V DO-214AC  0.01 A 60 A,,D,SMAJ6.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,6.5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _6.5V_60 A_LittelfuseInc_SMAJ65A,0,TVS 6.5 V DO-214AC  0.01 A 60 A,,D,SMAJ6.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,6.5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ6.5A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ6.5ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _6.5V_60 A_BournsInc_SMAJ65A,0,TVS 6.5 V DO-214AC  0.01 A 60 A,,D,SMAJ6.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,6.5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ6.5A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ6.5ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 6.5 V DO-214AC  0.01 A 60 A,,D,SMAJ6.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,6.5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _7V_60 A_generic,0,generic TVS 7 V DO-214AC  0.01 A 60 A,,D,SMAJ7.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,7 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _7V_60 A_LittelfuseInc_SMAJ70A,0,TVS 7 V DO-214AC  0.01 A 60 A,,D,SMAJ7.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,7 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ7.0A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ7.0ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _7V_60 A_BournsInc_SMAJ70A,0,TVS 7 V DO-214AC  0.01 A 60 A,,D,SMAJ7.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,7 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ7.0A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ7.0ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 7 V DO-214AC  0.01 A 60 A,,D,SMAJ7.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,7 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _7.5V_60 A_generic,0,generic TVS 7.5 V DO-214AC  1 A 60 A,,D,SMAJ7.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,7.5 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _7.5V_60 A_LittelfuseInc_SMAJ75A,0,TVS 7.5 V DO-214AC  1 A 60 A,,D,SMAJ7.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,7.5 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ7.5A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ7.5ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _7.5V_60 A_BournsInc_SMAJ75A,0,TVS 7.5 V DO-214AC  1 A 60 A,,D,SMAJ7.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,7.5 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ7.5A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ7.5ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 7.5 V DO-214AC  1 A 60 A,,D,SMAJ7.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,7.5 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _8V_60 A_generic,0,generic TVS 8 V DO-214AC  1 A 60 A,,D,SMAJ8.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,8 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _8V_60 A_LittelfuseInc_SMAJ80A,0,TVS 8 V DO-214AC  1 A 60 A,,D,SMAJ8.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,8 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ8.0A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ8.0ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _8V_60 A_BournsInc_SMAJ80A,0,TVS 8 V DO-214AC  1 A 60 A,,D,SMAJ8.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,8 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ8.0A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ8.0ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 8 V DO-214AC  1 A 60 A,,D,SMAJ8.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,8 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _8.5V_60 A_generic,0,generic TVS 8.5 V DO-214AC  1 A 60 A,,D,SMAJ8.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,8.5 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _8.5V_60 A_LittelfuseInc_SMAJ85A,0,TVS 8.5 V DO-214AC  1 A 60 A,,D,SMAJ8.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,8.5 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ8.5A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ8.5ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _8.5V_60 A_BournsInc_SMAJ85A,0,TVS 8.5 V DO-214AC  1 A 60 A,,D,SMAJ8.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,8.5 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ8.5A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ8.5ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 8.5 V DO-214AC  1 A 60 A,,D,SMAJ8.5A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,8.5 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _9V_60 A_generic,0,generic TVS 9 V DO-214AC  1 A 60 A,,D,SMAJ9.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,9 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _9V_60 A_LittelfuseInc_SMAJ90A,0,TVS 9 V DO-214AC  1 A 60 A,,D,SMAJ9.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,9 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ9.0A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ9.0ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _9V_60 A_BournsInc_SMAJ90A,0,TVS 9 V DO-214AC  1 A 60 A,,D,SMAJ9.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,9 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ9.0A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ9.0ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 9 V DO-214AC  1 A 60 A,,D,SMAJ9.0A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,9 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _10V_60 A_generic,0,generic TVS 10 V DO-214AC  1 A 60 A,,D,SMAJ10A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,10 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _10V_60 A_LittelfuseInc_SMAJ10A,0,TVS 10 V DO-214AC  1 A 60 A,,D,SMAJ10A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,10 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ10A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ10ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _10V_60 A_BournsInc_SMAJ10A,0,TVS 10 V DO-214AC  1 A 60 A,,D,SMAJ10A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,10 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ10A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ10ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 10 V DO-214AC  1 A 60 A,,D,SMAJ10A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,10 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _11V_60 A_generic,0,generic TVS 11 V DO-214AC  1 A 60 A,,D,SMAJ11A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,11 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _11V_60 A_LittelfuseInc_SMAJ11A,0,TVS 11 V DO-214AC  1 A 60 A,,D,SMAJ11A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,11 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ11A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,1294-SMAJ11A-CHP,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _11V_60 A_BournsInc_SMAJ11A,0,TVS 11 V DO-214AC  1 A 60 A,,D,SMAJ11A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,11 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ11A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ11ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 11 V DO-214AC  1 A 60 A,,D,SMAJ11A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,11 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _12V_60 A_generic,0,generic TVS 12 V DO-214AC  1 A 60 A,,D,SMAJ12A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,12 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _12V_60 A_LittelfuseInc_SMAJ12A,0,TVS 12 V DO-214AC  1 A 60 A,,D,SMAJ12A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,12 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ12A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ12ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _12V_60 A_BournsInc_SMAJ12A,0,TVS 12 V DO-214AC  1 A 60 A,,D,SMAJ12A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,12 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ12A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ12ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 12 V DO-214AC  1 A 60 A,,D,SMAJ12A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,12 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _13V_60 A_generic,0,generic TVS 13 V DO-214AC  1 A 60 A,,D,SMAJ13A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,13 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _13V_60 A_LittelfuseInc_SMAJ13A,0,TVS 13 V DO-214AC  1 A 60 A,,D,SMAJ13A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,13 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ13A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ13ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _13V_60 A_BournsInc_SMAJ13A,0,TVS 13 V DO-214AC  1 A 60 A,,D,SMAJ13A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,13 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ13A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ13ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 13 V DO-214AC  1 A 60 A,,D,SMAJ13A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,13 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _14V_60 A_generic,0,generic TVS 14 V DO-214AC  1 A 60 A,,D,SMAJ14A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,14 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _14V_60 A_LittelfuseInc_SMAJ14A,0,TVS 14 V DO-214AC  1 A 60 A,,D,SMAJ14A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,14 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ14A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ14ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _14V_60 A_BournsInc_SMAJ14A,0,TVS 14 V DO-214AC  1 A 60 A,,D,SMAJ14A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,14 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ14A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ14ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 14 V DO-214AC  1 A 60 A,,D,SMAJ14A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,14 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _15V_60 A_generic,0,generic TVS 15 V DO-214AC  1 A 60 A,,D,SMAJ15A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,15 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _15V_60 A_LittelfuseInc_SMAJ15A,0,TVS 15 V DO-214AC  1 A 60 A,,D,SMAJ15A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,15 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ15A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ15ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _15V_60 A_BournsInc_SMAJ15A,0,TVS 15 V DO-214AC  1 A 60 A,,D,SMAJ15A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,15 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ15A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ15ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 15 V DO-214AC  1 A 60 A,,D,SMAJ15A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,15 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _16V_60 A_generic,0,generic TVS 16 V DO-214AC  1 A 60 A,,D,SMAJ16A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,16 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _16V_60 A_LittelfuseInc_SMAJ16A,0,TVS 16 V DO-214AC  1 A 60 A,,D,SMAJ16A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,16 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ16A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ16ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _16V_60 A_BournsInc_SMAJ16A,0,TVS 16 V DO-214AC  1 A 60 A,,D,SMAJ16A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,16 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ16A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ16ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 16 V DO-214AC  1 A 60 A,,D,SMAJ16A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,16 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _17V_60 A_generic,0,generic TVS 17 V DO-214AC  1 A 60 A,,D,SMAJ17A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,17 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _17V_60 A_LittelfuseInc_SMAJ17A,0,TVS 17 V DO-214AC  1 A 60 A,,D,SMAJ17A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,17 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ17A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ17ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _17V_60 A_BournsInc_SMAJ17A,0,TVS 17 V DO-214AC  1 A 60 A,,D,SMAJ17A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,17 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ17A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ17ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 17 V DO-214AC  1 A 60 A,,D,SMAJ17A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,17 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
